user,url,type,status
user3,https://cleverest.tech/wp-admin/,AJAX,Success
user3,https://cleverest.tech/wp-admin/,Multi-form,Success
user1,https://cleverest.tech/wp-admin/,GET,Success
user1,https://cleverest.tech/wp-admin/,POST,Success
user1,https://cleverest.tech/wp-admin/,AJAX,Success
user1,https://cleverest.tech/wp-admin/,Multi-form,Success
user3,https://cleverest.tech/wp-admin/,GET,Success
user3,https://cleverest.tech/wp-admin/,POST,Success
user3,https://cleverest.tech/wp-admin/,AJAX,Success
user3,https://cleverest.tech/wp-admin/,Multi-form,Success
user3,https://cleverest.tech/wp-admin/,GET,Success
user3,https://cleverest.tech/wp-admin/,POST,Success
user3,https://cleverest.tech/wp-admin/,AJAX,Success
user3,https://cleverest.tech/wp-admin/,Multi-form,Success
user3,https://cleverest.tech/wp-admin/,GET,Success
user3,https://cleverest.tech/wp-admin/,POST,Success
user3,https://cleverest.tech/wp-admin/,AJAX,Success
user3,https://cleverest.tech/wp-admin/,Multi-form,Success
user1,https://cleverest.tech/wp-admin/,GET,Success
user1,https://cleverest.tech/wp-admin/,POST,Success
user1,https://cleverest.tech/wp-admin/,AJAX,Success
user1,https://cleverest.tech/wp-admin/,Multi-form,Success
user3,https://cleverest.tech/wp-admin/,GET,Success
user3,https://cleverest.tech/wp-admin/,POST,Success
user3,https://cleverest.tech/wp-admin/,AJAX,Success
user3,https://cleverest.tech/wp-admin/,Multi-form,Success
user2,https://cleverest.tech/wp-admin/,GET,Success
